Track Name,Artist,Streams,URL,Number of Appearnaces in the Top 200,ID,Tempo,Key,Duration,Loudness,Time Signature,Number of Samples
Hollywood's Bleeding,Post Malone,4689780,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt,12,7sWRlDoTDX8geTR8zzr2vt,130.218,4,156.26666,-3.206,4,3445680
Call You Mine,The Chainsmokers,7007977,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR,11,05CwHjIk71RXVU40boRMnR,104.003,7,217.65334,-5.59,4,4799256
SLOW DANCING IN THE DARK,Joji,5366268,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,11,0rKtyWc8bvkriBthvHKY8d,88.964,3,209.27383,-7.458,4,4614488
Happy Now,Kygo,4490992,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,11,14sOS5L36385FJ3OL8hew4,117.999,9,211.362,-6.998,4,4660532
Space Cadet (feat. Gunna),Metro Boomin,4561907,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz,11,1fewSx2d5KIZ04wsooEBOz,109.004,5,203.26666,-9.789,4,4482030
Un Año,Sebastian Yatra,4374627,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0,11,2vrpcQNg6itmgVZWsNjWe0,94.946,1,163.81332,-7.062,4,3612084
HP,Maluma,12729903,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW,11,31UjYv5vLsDkzchJOtUMtW,91.98,4,184.43565,-3.157,4,4066806
Nice To Meet Ya,Niall Horan,5551704,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H,11,3cphb8kdsjElYR7r5icK3H,109.034,4,158.8054,-4.351,4,3501659
Be Alright,Dean Lewis,9543751,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,11,3EPXxR3ImUwfayaurPi3cm,126.684,11,196.37334,-6.319,4,4330032
Te Quemaste,Manuel Turizo,4608958,https://open.spotify.com/track/4fj7e6Tc48Bmomwyz2Z2XC,11,4fj7e6Tc48Bmomwyz2Z2XC,176.053,0,199.09093,-2.486,4,4389955
Solo de Mi,Bad Bunny,5087761,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,11,4uP3pUP18ennmz0tb3GphR,179.972,10,197.96776,-4.314,4,4365189
I,Lil Skies,4610231,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT,11,4ZT9FnbFu1PaBfV3itxiqT,99.183,6,181.89061,-7.28,4,4010688
Quizas,Rich Music LTD,7484792,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe,11,5Id5B3dxJZhPcV9GzgYZZe,176.075,3,216.06667,-2.454,4,4764270
RITMO (Bad Boys For Life),Black Eyed Peas,20797049,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,11,6cy3ki60hLwimwIje7tALf,104.994,10,221.7143,-7.037,4,4888800
Noticed,Lil Mosey,4387848,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP,11,6JQvHMSaR8flFsN53ypOfP,79.992,11,165.0,-7.622,4,3638250
Splashin,Rich The Kid,5529592,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb,11,79OEIr4J4FHV0O3KrhaXRb,100.021,10,177.8063,-8.099,4,3920629
Bohemian Rhapsody - 2011 Mix,Queen,11677158,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,11,7tFiyTwD0nx5a1eklYtX2J,143.883,0,354.32,-9.961,4,7812756
Just You and I,Tom Walker,4490386,https://open.spotify.com/track/03x2rVJRFUrvwlfxoHd9Mo,10,03x2rVJRFUrvwlfxoHd9Mo,92.061,9,174.98259,-5.416,4,3858366
No Stylist (feat. Drake),French Montana,4571319,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,10,04MLEeAMuV9IlHEsD8vF6A,147.055,5,192.17242,-4.589,4,4237402
Juice,Lizzo,4703247,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl,10,0k664IuFwVP557Gnx7RhIl,119.93,7,195.14458,-2.988,4,4302938
Heaven,Avicii,4591775,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ,10,0vrmHPfoBadXVr2n0m1aqZ,122.011,9,277.2619,-5.65,4,6113625
Lose You To Love Me,Selena Gomez,15112221,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,10,1HfMVBKM75vxSfsQ5VefZ5,101.993,4,206.45863,-9.005,4,4552413
Ransom,Lil Tecca,25273589,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,10,1kBbgxAUc4HQv7cgIayIDH,179.974,7,131.28,-6.257,4,2894724
Pa Mí - Remix,Dalex,13110898,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH,10,224EVTFiLsdQignUFLvDeH,170.018,11,360.96027,-8.029,4,7959174
You Need To Calm Down,Taylor Swift,10300170,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS,10,29fRTIKsJhLUJoldM89GZS,85.025,2,171.38667,-5.604,4,3779076
Pure Water (with Migos),Mustard,4554360,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,10,3j84U36KvLeXNDPv4t5pI8,202.015,0,192.47089,-5.545,4,4243983
Slide Away,Miley Cyrus,4391158,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf,10,44ADyYoY5liaRa3EOAl4uf,148.051,5,233.65446,-6.672,4,5152081
Falling Down - Bonus Track,Lil Peep,4552652,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,10,4jvjzW7Hm0yK4LvvE0Paz9,120.013,4,196.4,-6.442,4,4330620
Look Alive (feat. Drake),BlocBoy JB,4450155,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,10,4qKcDkK6siZ7Jp1Jb4m0aL,140.022,10,181.2634,-7.495,4,3996858
Soltera,Lunay,4704775,https://open.spotify.com/track/4T4CZ3Q4z3GG7lU720YYhM,10,4T4CZ3Q4z3GG7lU720YYhM,91.991,5,213.91302,-4.325,4,4716782
Qué Pena,Maluma,4832509,https://open.spotify.com/track/5099x34vBakWpGkHourFxP,10,5099x34vBakWpGkHourFxP,126.15,11,212.71101,-6.425,5,4690278
Clout (feat. Cardi B),Offset,4672520,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd,10,59ywHNwwchG4nZJMLyxSzd,140.022,1,205.80345,-7.384,4,4537966
Un Año,Sebastian Yatra,8348371,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp,10,5BDP2tky8oMQJPS33frKVp,94.931,1,164.44,-6.808,4,3625902
Electricity (with Dua Lipa),Silk City,4508944,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,10,5N4erncE7kuUccm7zEmwzk,118.159,0,238.17332,-6.439,4,5251722
Te Soñé De Nuevo,Ozuna,4478019,https://open.spotify.com/track/5s8LepdwU0THzpd0M7nLsa,10,5s8LepdwU0THzpd0M7nLsa,168.04,7,199.81256,-2.867,4,4405867
Que Tire Pa Lante,Daddy Yankee,8978660,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1,10,6RyaV7owmVU6fzEPE17sF1,93.979,7,210.52,-2.814,4,4641966
Lose Control,MEDUZA,9307550,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,10,7CHi4DtfK4heMlQaudCuHK,123.935,10,168.38707,-8.659,4,3712935
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,15428634,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM,10,7Feaw9WAEREY0DUOSXJLOM,113.778,5,163.80481,-6.976,4,3611896
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,6769231,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,9,07Oz5StQ7GRoygNLaXs2pd,95.927,5,159.0112,-3.001,4,3506197
Last Hurrah,Bebe Rexha,4300634,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy,9,0i0wnv9UoFdZ5MfuFGQzMy,84.259,11,150.33337,-4.585,4,3314851
MALA,6ix9ine,4586877,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE,9,0LQ1J0BCzA2qnAgp9MkkNE,100.006,5,206.54997,-3.627,4,4554427
Antisocial (with Travis Scott),Ed Sheeran,4610063,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW,9,1DhRbox3xkceP64k3JeYfW,151.957,5,161.74667,-5.313,4,3566514
La Boca - Remix,Mau y Ricky,4601495,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,9,2EEmzqzM70CybVspgM7YRT,92.992,11,188.46776,-3.812,4,4155714
Homicide (feat. Eminem),Logic,5237366,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd,9,2MuMD298IpYqKF367wegUd,140.055,10,245.38667,-5.667,4,5410776
Happier,Ed Sheeran,4541371,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,9,2RttW7RAu5nOAfq6YFvApB,89.792,0,207.52,-7.355,4,4575816
Aventura,Lunay,7520891,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon,9,37zdqI4r1gswIzczSBkRon,92.025,5,217.1298,-3.208,4,4787712
I Don't Care (with Justin Bieber),Ed Sheeran,34332695,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,9,3HVWdVOQ0ZA45FuZGSfvns,101.956,6,219.94667,-5.041,4,4849824
Rodeo,Lil Nas X,4743539,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n,9,4ak7xjvBeBOcJGWFDX9w5n,140.081,9,158.70667,-5.614,4,3499482
Swing,Danny Ocean,4431127,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6,9,4DbhxwlkhTbCTqlZptxmI6,106.486,8,155.05827,-6.422,4,3419035
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,4679222,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,9,4hQ6UGyWQIGJmHSo0J88JW,102.061,6,207.90472,-4.856,4,4584299
BEBE,6ix9ine,4686778,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,9,4KkUjFkcQvGvWekl8RATDn,102.063,0,217.82227,-3.559,4,4802981
Somebody To Love - 2011 Mix,Queen,4584400,https://open.spotify.com/track/4rDbp1vnvEhieiccprPMdI,9,4rDbp1vnvEhieiccprPMdI,109.266,8,296.48,-7.024,3,6537384
I Love It (& Lil Pump),Kanye West,4465360,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,9,4S8d14HvHb70ImctNgVzQQ,104.053,2,127.94694,-8.304,4,2821230
Soltera - Remix,Lunay,6542756,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z,9,4t9a07PAghtQMRAIP9FQ7Z,92.01,5,266.08694,-4.271,4,5867217
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,4715184,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF,9,4wuCQX7JvAZLlrcmH4AeZF,95.005,4,206.18668,-6.373,4,4546416
Look At Her Now,Selena Gomez,6028012,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m,9,4yI3HpbSFSgFZtJP2kDe5m,154.355,10,162.59566,-7.906,5,3585234
Asesina - Remix,Brytiago,4704902,https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX,9,59PYgzOiOjGDzjDT5N5oOX,94.194,10,327.46667,-4.252,4,7220640
Good Thing (with Kehlani),Zedd,5415811,https://open.spotify.com/track/5aUSEPNd3m5xliFK4pn5mU,9,5aUSEPNd3m5xliFK4pn5mU,185.913,1,210.90137,-3.857,3,4650375
Roller,Apache 207,7180823,https://open.spotify.com/track/5dhQeuLGmlhfwlI6BWfSpo,9,5dhQeuLGmlhfwlI6BWfSpo,128.005,10,158.85333,-6.471,4,3502716
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,5055346,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p,9,5Gu0PDLN4YJeW75PpBSg9p,103.07,8,174.8,-4.154,4,3854340
Be Honest (feat. Burna Boy),Jorja Smith,5609139,https://open.spotify.com/track/5pAbCxt9e3f81lOmjIXwzd,9,5pAbCxt9e3f81lOmjIXwzd,98.057,4,207.03052,-6.728,4,4565023
KIKA,6ix9ine,4440881,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,9,6Gy7rXB6Ku5vIWC7WGWsl3,94.513,1,136.03175,-3.368,4,2999500
Ric Flair Drip (& Metro Boomin),Offset,4456575,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,9,7sO5G9EABYOXQKNPNiE9NR,100.007,9,172.8,-8.28,4,3810240
Ya No Tiene Novio,Sebastian Yatra,4476609,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,9,7uQmJ1jgNzBpATSoWKSPFu,182.184,7,198.93333,-1.948,4,4386480
I'm a Mess,Bebe Rexha,4617424,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,8,04ZTP5KsCypmtCmQg5tH9R,97.005,11,195.519,-6.257,4,4311194
Outta My Head (with John Mayer),Khalid,4460060,https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP,8,09oZ9eXQ2fo6YDrPzJqAoP,103.012,0,177.06667,-7.818,4,3904320
All I Want for Christmas Is You,Mariah Carey,45828931,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,8,0bYg9bo50gSsH3LtXe2SQn,150.277,7,241.10667,-7.462,4,5316402
VALENTINO,24kGoldn,5717005,https://open.spotify.com/track/0c7K73roy6RW4ebDkf4yGh,8,0c7K73roy6RW4ebDkf4yGh,151.097,9,179.13333,-4.853,4,3949890
Post Malone (feat. RANI),Sam Feldt,6522592,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU,8,0qc4QlcCxVTGyShurEv1UU,107.356,7,174.44444,-3.87,4,3846500
La Boca,Mau y Ricky,5876196,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3,8,0UQwlF2pRkr1lMN6kNNUj3,185.901,2,206.27927,-1.8,4,4548458
Cuerpo en Venta,Noriel,4395525,https://open.spotify.com/track/2B94bbI1a4LyBpK1439oP7,8,2B94bbI1a4LyBpK1439oP7,91.924,11,254.41333,-5.749,4,5609814
Ella Quiere Beber - Remix,Anuel AA,10287074,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq,8,2cYnZNzFRFK0H7vSNxPsUq,95.239,8,219.35715,-3.083,4,4836825
Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown,4486084,https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX,8,2ktoFujjJtantyMoVdBJlX,176.011,7,256.41797,-5.411,4,5654016
Whine Up,Nicky Jam,9164023,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0,8,2pWOMNQJW3g2zmGjP0Vkb0,104.957,9,215.45995,-6.224,4,4750892
Cuando Te Besé,Becky G,4603495,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,8,2XXMDz7SPZ4mSFN1PXfHUy,100.048,9,254.38322,-3.713,4,5609150
Rebota - Remix,Guaynaa,4718704,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11,8,3dWpRjCmaHbroNahuSeX11,90.025,0,262.0,-2.279,4,5777100
Behind Barz - Bonus,Drake,4924536,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR,8,4B7fTyj1FIPvP9tT5X3DnR,142.069,8,163.12059,-4.684,4,3596809
Imposible,Luis Fonsi,4653695,https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF,8,4cuGZb0iFyHtwaSKdKrJkF,90.976,11,164.53333,-4.078,4,3627960
bury a friend,Billie Eilish,15334877,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,8,4NzMOnvSJVNKF7nw5NkXIP,120.046,8,193.14331,-14.505,4,4258810
breathin,Ariana Grande,5039775,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,8,4OafepJy2teCjYJbvFE60J,100.049,8,198.16,-5.413,4,4369428
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,5618771,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk,8,5N1o6d8zGcSZSeMFkOUQOk,98.985,0,199.42738,-4.568,4,4397374
God is a woman,Ariana Grande,4846033,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,8,5OCJzvD7sykQEKHH7qAC3C,145.031,1,197.54668,-5.934,4,4355904
Roller,Apache 207,5294595,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M,8,6hw1Sy9wZ8UCxYGdpKrU6M,128.017,10,157.09332,-6.47,4,3463908
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,4814494,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,8,6mQLN3zRtAp6ovjusyYKrV,125.944,10,218.29333,-4.993,4,4813368
SOS,Avicii,18650866,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP,8,6nDKrPlXdpomGBgAlO7UdP,100.001,5,157.20236,-6.181,4,3466312
Culpables,KAROL G,4800615,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,8,6q8Lb50EtqNeeJXXe8mMAH,130.059,8,226.62666,-2.942,4,4997118
Don't Start Now,Dua Lipa,23474622,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,8,6WrI0LAC5M1Rw2MnX2ZvEg,123.941,11,183.29048,-4.521,4,4041555
Mad Love,Mabel,6968362,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD,8,79JBjIq90BrQ8Ws0pUhlzD,197.705,0,169.81332,-2.999,4,3744384
Walk Me Home,P!nk,6720883,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE,8,7DHApOHsIFo7EyfieArYGE,88.038,1,177.39098,-6.119,3,3911471
HUMBLE.,Kendrick Lamar,4356197,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,8,7KXjTSCq5nL1LoYtL7XAwS,150.011,1,177.0,-6.638,4,3902850
YOSEMITE,Travis Scott,4936419,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,8,7lAK3oHbfEnvUQWosrMMpR,128.047,0,150.04308,-6.571,4,3308450
whoa (mind in awe),XXXTENTACION,4600707,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,8,7pdF27mSDuPWhppnHAmWHa,160.147,6,157.77682,-2.939,4,3478979
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,4509819,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,8,7ycWLEP1GsNjVvcjawXz3z,80.015,5,205.04,-8.151,4,4521132
Freaky,Tory Lanez,4461040,https://open.spotify.com/track/0NJp8GyCOWnQh71xKSPfuV,7,0NJp8GyCOWnQh71xKSPfuV,104.991,8,173.92639,-5.764,4,3835077
Heartless (feat. Morgan Wallen),Diplo,4743622,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt,7,0rFQ5cKYJ9WtHSKp9sxVYt,111.004,11,169.22667,-6.414,4,3731448
F.N,Lil Tjay,5065364,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,7,0RLLvYBopDwooCyvnTwgYu,120.1,6,224.0,-10.265,1,4939200
Talk,Khalid,13779419,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,7,0rTV5WefWd1J3OwIheTzxM,136.001,0,197.48703,-8.443,4,4354589
Feelings,Lauv,6771573,https://open.spotify.com/track/0y675KDleCZEudjoeL1sQQ,7,0y675KDleCZEudjoeL1sQQ,103.018,9,189.61333,-6.758,4,4180974
Mad Love,Mabel,4686130,https://open.spotify.com/track/0Zp10WiPeEi6EUJZvWcNT9,7,0Zp10WiPeEi6EUJZvWcNT9,197.705,0,169.81332,-2.999,4,3744384
Who Do You Love,The Chainsmokers,9756430,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8,7,11cDEev79fPKi6uJCjUhu8,140.024,3,226.74667,-4.673,4,4999764
Bellacoso,Residente,4700661,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S,7,1kMUGCt7XLDc5Q64Vl0H8S,180.086,11,257.8647,-2.795,4,5685916
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,4582727,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47,7,1KVczjazCcCCgM3gXXUl47,147.018,8,223.5429,-7.089,4,4929121
Bola Rebola,Tropkillaz,4713985,https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg,7,1OUPXna2MCgAt3VNmXJBtg,129.984,5,193.44,-4.538,4,4265352
needy,Ariana Grande,4825635,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ,7,1TEL6MlSSVLSdhOSddidlJ,87.045,7,171.57333,-7.948,4,3783192
Woman Like Me (feat. Nicki Minaj),Little Mix,4522770,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED,7,222B3aljXx6fFwKmFjuBED,75.002,5,229.72,-3.449,4,5065326
Die For Me (feat. Future & Halsey),Post Malone,4713961,https://open.spotify.com/track/2C6WXnmZ66tHhHlnvwePiK,7,2C6WXnmZ66tHhHlnvwePiK,145.01,0,245.26666,-2.848,4,5408130
Last Christmas,Wham!,37725693,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,7,2FRnf9qhLbvw8fu4IBXx78,107.682,2,262.96,-12.472,4,5798268
If the World Was Ending - feat. Julia Michaels,JP Saxe,5823372,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,7,2kJwzbxV2ppxnQoYw4GLBZ,75.801,1,208.68735,-10.086,4,4601556
Earth,Lil Dicky,5117603,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO,7,2S1LebN6AXXQqJolBxlWgO,95.941,2,281.5,-4.649,4,6207075
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,8684601,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN,7,3NkJNL3WqO1Lqc3uNDxvCN,102.914,1,190.10667,-5.248,4,4191852
everything i wanted,Billie Eilish,21586527,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,7,3ZCTVFBt2Brf31RLEnCkWJ,120.006,6,245.42561,-14.454,4,5411635
Tal Vez,Paulo Londra,12487358,https://open.spotify.com/track/46lvmzK8wxAy66tjzXXSh0,7,46lvmzK8wxAy66tjzXXSh0,161.966,8,264.483,-2.899,4,5831850
Hope,The Chainsmokers,5484294,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,7,4BiiOzZCrXEzHRLYcYFiD5,104.941,1,180.12,-5.982,4,3971646
Lonely,Diplo,5487381,https://open.spotify.com/track/4fwo6czG5nvOQMzhOto1ya,7,4fwo6czG5nvOQMzhOto1ya,98.047,1,139.81332,-5.121,4,3082884
FEFE,6ix9ine,4966515,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK,7,4QIyEq7TcTdAcxjI2AFlAK,125.978,1,179.40475,-9.127,4,3955875
NASA,Ariana Grande,4752224,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq,7,4SPu0Ql902hTVXkBoNIYtq,75.005,6,182.0,-6.887,4,4013100
Outnumbered,Dermot Kennedy,4351571,https://open.spotify.com/track/4Ta3PhWmY50ZLU1uhKFKPE,7,4Ta3PhWmY50ZLU1uhKFKPE,156.85,0,245.69977,-5.79,4,5417680
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,10875404,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR,7,543bCW2ruMPmxUBWirQ3MR,95.005,4,206.18668,-6.373,4,4546416
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,6216383,https://open.spotify.com/track/56AMYGJzxBO6p8v0wEe9de,7,56AMYGJzxBO6p8v0wEe9de,111.983,7,279.90668,-8.206,4,6171942
Woah,Lil Baby,5834467,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,7,598yNsG1JFrGd4n2kMoz7F,142.959,11,183.01115,-5.554,4,4035396
July,Noah Cyrus,5525805,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,7,5a6pdCHlWS2ekOOQ70QnAr,72.541,9,156.10667,-8.953,4,3442152
Pop Out (feat. Lil Tjay),Polo G,10906247,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi,7,5AjINjwKyRvQJhSe2zpPHi,83.976,1,166.64,-7.106,4,3674412
It's You,Ali Gatie,7685525,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,7,5DqdesEfbRyOlSS3Tf6c29,95.971,11,212.60677,-6.972,4,4687979
"Fire On Fire - From ""Watership Down""",Sam Smith,4833630,https://open.spotify.com/track/5rFj8OzffT0iggSjcBaeND,7,5rFj8OzffT0iggSjcBaeND,115.124,1,246.73518,-7.356,4,5440511
Find U Again (feat. Camila Cabello),Mark Ronson,5563514,https://open.spotify.com/track/5Uw7Dut2lZfexn3Y09swpf,7,5Uw7Dut2lZfexn3Y09swpf,103.997,8,176.41669,-7.162,4,3889988
Walk Me Home,P!nk,4438569,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo,7,6jfEZdUJ2Yla6h7gTJgKuo,88.038,1,177.39098,-6.119,3,3911471
Right Back (feat. A Boogie Wit Da Hoodie),Khalid,4981084,https://open.spotify.com/track/6PYnUsNEpYC7A4BS2sjw3L,7,6PYnUsNEpYC7A4BS2sjw3L,97.001,5,254.99959,-10.011,4,5622741
BUTTERFLY EFFECT,Travis Scott,4433767,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4,7,6xcJyGpfZbuuiequtnlKt4,140.963,11,190.5571,-5.851,4,4201784
Tusa,KAROL G,26024449,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,7,7k4t7uLgtOxPwTpFmtJNTY,101.085,2,200.96,-3.28,4,4431168
ilomilo,Billie Eilish,4368063,https://open.spotify.com/track/7qEKqBCD2vE5vIBsrUitpD,7,7qEKqBCD2vE5vIBsrUitpD,120.02,5,156.37079,-15.044,4,3447976
Undecided,Chris Brown,4662722,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx,7,7uiBocndm12aKbsdnQ3Scx,96.37,3,187.29752,-5.318,4,4129910
Moonlight,Gaullin,4391598,https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW,6,0A5gdlrpAuQqZ2iFgnqBFW,124.957,10,173.06667,-5.687,4,3816120
Santa Tell Me,Ariana Grande,27506141,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,6,0lizgQ7Qw35od7CYaoMBZb,191.9,7,204.09332,-7.364,4,4500258
Wolves,Selena Gomez,4832601,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,6,0tBbt8CrmxbjRP0pueQkyU,124.987,11,197.99333,-4.614,4,4365753
listen before i go,Billie Eilish,4562249,https://open.spotify.com/track/0tMSssfxAL2oV8Vri0mFHE,6,0tMSssfxAL2oV8Vri0mFHE,79.764,0,242.65211,-23.023,3,5350479
imagine,Ariana Grande,6624088,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,6,0todbbT9g5uQGbeFCiBf2F,62.484,8,212.29333,-4.993,3,4681068
F.N,Lil Tjay,6021144,https://open.spotify.com/track/0UPBidRYcgJ2mjZlk08V8x,6,0UPBidRYcgJ2mjZlk08V8x,120.104,6,224.0,-10.269,1,4939200
